id,label
2325,positive
2326,neutral
2327,negative
2328,negative
2329,neutral
2330,neutral
2331,negative
2332,negative
2333,negative
2334,neutral
2335,negative
2336,negative
2337,neutral
2338,negative
2339,positive
2340,positive
2341,negative
2342,neutral
2343,neutral
2344,neutral
2345,negative
2346,positive
2347,positive
2348,neutral
2349,positive
2350,neutral
2351,positive
2352,neutral
2353,neutral
2354,negative
2355,neutral
2356,positive
2357,positive
2358,positive
2359,neutral
2360,neutral
2361,positive
2362,neutral
2363,neutral
2364,negative
2365,neutral
2366,positive
2367,neutral
2368,positive
2369,neutral
2370,negative
2371,negative
2372,neutral
2373,neutral
2374,positive
2375,neutral
2376,positive
2377,neutral
2378,positive
2379,negative
2380,negative
2381,negative
2382,negative
2383,negative
2384,negative
2385,positive
2386,positive
2387,positive
2388,negative
2389,negative
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,negative
2395,positive
2396,negative
2397,neutral
2398,positive
2399,neutral
2400,positive
2401,neutral
2402,neutral
2403,neutral
2404,negative
2405,negative
2406,neutral
2407,neutral
2408,neutral
2409,positive
2410,positive
2411,neutral
2412,neutral
2413,positive
2414,positive
2415,neutral
2416,positive
2417,negative
2418,negative
2419,positive
2420,neutral
2421,neutral
2422,positive
2423,neutral
2424,negative
2425,neutral
2426,neutral
2427,negative
2428,neutral
2429,negative
2430,neutral
2431,positive
2432,neutral
2433,positive
2434,negative
2435,neutral
2436,neutral
2437,negative
2438,positive
2439,positive
2440,positive
2441,negative
2442,positive
2443,neutral
2444,neutral
2445,neutral
2446,negative
2447,negative
2448,negative
2449,negative
2450,positive
2451,neutral
2452,neutral
2453,neutral
2454,negative
2455,negative
2456,positive
2457,neutral
2458,neutral
2459,neutral
2460,neutral
2461,negative
2462,positive
2463,negative
2464,neutral
2465,positive
2466,positive
2467,negative
2468,neutral
2469,neutral
2470,neutral
2471,positive
2472,negative
2473,neutral
2474,neutral
2475,positive
2476,neutral
2477,positive
2478,neutral
2479,neutral
2480,negative
2481,negative
2482,negative
2483,neutral
2484,positive
2485,positive
2486,negative
2487,negative
2488,positive
2489,positive
2490,positive
2491,neutral
2492,positive
2493,negative
2494,neutral
2495,neutral
2496,neutral
2497,negative
2498,neutral
2499,negative
2500,negative
2501,neutral
2502,positive
2503,positive
2504,positive
2505,neutral
2506,positive
2507,negative
2508,negative
2509,neutral
2510,negative
2511,negative
2512,neutral
2513,positive
2514,negative
2515,neutral
2516,neutral
2517,negative
2518,negative
2519,negative
2520,neutral
2521,negative
2522,negative
2523,negative
2524,negative
2525,neutral
2526,neutral
2527,neutral
2528,negative
2529,neutral
2530,negative
2531,negative
2532,positive
2533,positive
2534,negative
2535,negative
2536,neutral
2537,positive
2538,negative
2539,negative
2540,negative
2541,neutral
2542,positive
2543,positive
2544,neutral
2545,neutral
2546,negative
2547,negative
2548,neutral
2549,neutral
2550,neutral
2551,negative
2552,negative
2553,negative
2554,positive
2555,negative
2556,neutral
2557,negative
2558,positive
2559,negative
2560,negative
2561,negative
2562,neutral
2563,negative
2564,positive
2565,positive
2566,neutral
2567,neutral
2568,neutral
2569,neutral
2570,neutral
2571,negative
2572,negative
2573,positive
2574,neutral
2575,neutral
2576,positive
2577,neutral
2578,neutral
2579,neutral
2580,neutral
2581,neutral
2582,negative
2583,negative
2584,negative
2585,negative
2586,neutral
2587,negative
2588,neutral
2589,negative
2590,neutral
2591,neutral
2592,neutral
2593,positive
2594,negative
2595,neutral
2596,neutral
2597,positive
2598,neutral
2599,negative
2600,negative
2601,negative
2602,neutral
2603,neutral
2604,negative
2605,negative
2606,positive
2607,negative
2608,neutral
2609,positive
2610,positive
2611,positive
2612,neutral
2613,positive
2614,positive
2615,positive
2616,neutral
2617,positive
2618,positive
2619,neutral
2620,negative
2621,negative
2622,negative
2623,neutral
2624,neutral
2625,positive
2626,positive
2627,neutral
2628,positive
2629,negative
2630,neutral
2631,neutral
2632,neutral
2633,positive
2634,neutral
2635,positive
2636,neutral
2637,neutral
2638,neutral
2639,positive
2640,neutral
2641,neutral
2642,neutral
2643,positive
2644,neutral
2645,positive
2646,negative
2647,negative
2648,positive
2649,neutral
2650,neutral
2651,neutral
2652,neutral
2653,negative
2654,negative
2655,negative
2656,positive
2657,positive
2658,positive
2659,positive
2660,positive
2661,positive
2662,neutral
2663,neutral
2664,negative
2665,negative
2666,neutral
2667,positive
2668,positive
2669,negative
2670,neutral
2671,negative
2672,positive
2673,positive
2674,neutral
2675,neutral
2676,negative
2677,positive
2678,positive
2679,neutral
2680,neutral
2681,neutral
2682,neutral
2683,neutral
2684,positive
2685,positive
2686,positive
2687,neutral
2688,negative
2689,negative
2690,neutral
2691,neutral
2692,positive
2693,positive
2694,neutral
2695,neutral
2696,neutral
2697,neutral
2698,negative
2699,negative
2700,positive
2701,positive
2702,positive
2703,negative
2704,negative
2705,neutral
2706,negative
2707,negative
2708,neutral
2709,positive
2710,negative
2711,neutral
2712,positive
2713,negative
2714,positive
2715,positive
2716,neutral
2717,neutral
2718,neutral
2719,positive
2720,negative
2721,neutral
2722,neutral
2723,negative
2724,negative
2725,negative
2726,negative
2727,negative
2728,negative
2729,positive
2730,positive
2731,neutral
2732,positive
2733,neutral
2734,neutral
2735,negative
2736,neutral
2737,negative
2738,positive
2739,negative
2740,negative
2741,negative
2742,negative
2743,positive
2744,positive
2745,neutral
2746,positive
2747,neutral
2748,positive
2749,negative
2750,positive
2751,neutral
2752,neutral
2753,negative
2754,neutral
2755,neutral
2756,negative
2757,positive
2758,positive
2759,negative
2760,negative
2761,negative
2762,negative
2763,negative
2764,positive
2765,neutral
2766,positive
2767,neutral
2768,negative
2769,negative
2770,negative
2771,positive
2772,neutral
2773,positive
2774,neutral
2775,positive
2776,negative
2777,negative
2778,neutral
2779,positive
2780,neutral
2781,positive
2782,negative
2783,positive
2784,negative
2785,negative
2786,neutral
2787,positive
2788,neutral
2789,neutral
2790,neutral
2791,negative
2792,negative
2793,negative
2794,neutral
2795,negative
2796,negative
2797,negative
2798,neutral
2799,neutral
2800,neutral
2801,positive
2802,neutral
2803,neutral
2804,negative
2805,positive
2806,negative
2807,neutral
2808,neutral
2809,negative
2810,negative
2811,neutral
2812,positive
2813,neutral
2814,negative
2815,positive
2816,positive
2817,neutral
2818,neutral
2819,neutral
2820,positive
2821,neutral
2822,neutral
2823,neutral
2824,neutral
2825,positive
2826,neutral
2827,neutral
2828,neutral
2829,negative
2830,positive
2831,positive
2832,neutral
2833,neutral
2834,neutral
2835,positive
2836,positive
2837,neutral
2838,positive
2839,neutral
2840,neutral
2841,negative
2842,positive
2843,negative
2844,neutral
2845,negative
2846,negative
2847,positive
2848,positive
2849,positive
2850,positive
2851,neutral
2852,positive
2853,neutral
2854,negative
2855,negative
2856,negative
2857,neutral
2858,neutral
2859,positive
2860,negative
2861,negative
2862,neutral
2863,neutral
2864,negative
2865,positive
2866,neutral
2867,positive
2868,neutral
2869,positive
2870,neutral
2871,neutral
2872,neutral
2873,positive
2874,neutral
2875,negative
2876,neutral
2877,neutral
2878,negative
2879,neutral
2880,negative
2881,neutral
2882,positive
2883,neutral
2884,neutral
2885,positive
2886,positive
2887,positive
2888,neutral
2889,positive
2890,positive
2891,neutral
2892,positive
2893,positive
2894,positive
2895,positive
2896,neutral
2897,negative
2898,neutral
2899,neutral
2900,neutral
2901,positive
2902,neutral
2903,positive
2904,neutral
2905,positive
2906,positive
2907,negative
2908,negative
2909,neutral
2910,negative
2911,neutral
2912,negative
2913,neutral
2914,neutral
2915,neutral
2916,positive
2917,negative
2918,neutral
2919,positive
2920,neutral
2921,positive
2922,negative
2923,neutral
2924,neutral
2925,neutral
2926,neutral
2927,positive
2928,neutral
2929,positive
2930,positive
2931,neutral
2932,neutral
2933,negative
2934,neutral
2935,neutral
2936,neutral
2937,positive
2938,neutral
2939,neutral
2940,positive
2941,neutral
2942,neutral
2943,neutral
2944,positive
2945,positive
2946,positive
2947,positive
2948,neutral
2949,neutral
2950,neutral
2951,negative
2952,positive
2953,neutral
2954,negative
2955,negative
2956,neutral
2957,negative
2958,neutral
2959,positive
2960,negative
2961,neutral
2962,neutral
2963,neutral
2964,positive
2965,negative
2966,neutral
2967,negative
2968,neutral
2969,neutral
2970,negative
2971,neutral
2972,neutral
2973,positive
2974,negative
2975,neutral
2976,neutral
2977,neutral
2978,negative
2979,neutral
2980,positive
2981,neutral
2982,neutral
2983,negative
2984,positive
2985,neutral
2986,positive
2987,neutral
2988,neutral
2989,negative
2990,negative
2991,neutral
2992,positive
2993,positive
2994,neutral
2995,negative
2996,negative
2997,positive
2998,neutral
2999,neutral
3000,negative
3001,negative
3002,negative
3003,positive
3004,positive
3005,neutral
3006,neutral
3007,positive
3008,negative
3009,positive
3010,neutral
3011,positive
3012,neutral
3013,negative
3014,negative
3015,positive
3016,neutral
3017,neutral
3018,neutral
3019,positive
3020,neutral
3021,neutral
3022,positive
3023,negative
3024,neutral
3025,neutral
3026,negative
3027,neutral
3028,neutral
3029,positive
3030,negative
3031,positive
3032,neutral
3033,negative
3034,positive
3035,neutral
3036,neutral
3037,neutral
3038,positive
3039,neutral
3040,negative
3041,neutral
3042,positive
3043,neutral
3044,positive
3045,negative
3046,negative
3047,neutral
3048,neutral
3049,neutral
3050,neutral
3051,neutral
3052,neutral
3053,neutral
3054,neutral
3055,positive
3056,neutral
3057,neutral
3058,negative
3059,neutral
3060,positive
3061,neutral
3062,negative
3063,positive
3064,negative
3065,positive
3066,negative
3067,neutral
3068,negative
3069,neutral
3070,positive
3071,negative
3072,negative
3073,negative
3074,neutral
3075,negative
3076,neutral
3077,negative
3078,neutral
3079,negative
3080,positive
3081,negative
3082,negative
3083,negative
3084,negative
3085,positive
3086,positive
3087,negative
3088,negative
3089,negative
3090,positive
3091,positive
3092,neutral
3093,positive
3094,negative
3095,neutral
3096,neutral
3097,negative
3098,neutral
3099,neutral
3100,neutral
3101,negative
3102,positive
3103,negative
3104,neutral
3105,neutral
3106,negative
3107,positive
3108,negative
3109,positive
3110,positive
3111,negative
3112,neutral
3113,negative
3114,positive
3115,negative
3116,neutral
3117,positive
3118,neutral
3119,negative
3120,negative
3121,positive
3122,positive
3123,neutral
3124,neutral
3125,neutral
3126,neutral
3127,positive
3128,negative
3129,neutral
3130,negative
3131,neutral
3132,neutral
3133,negative
3134,positive
3135,neutral
3136,negative
3137,positive
3138,negative
3139,positive
3140,positive
3141,neutral
3142,negative
3143,neutral
3144,neutral
3145,neutral
3146,neutral
3147,positive
3148,positive
3149,neutral
3150,positive
3151,neutral
3152,positive
3153,negative
3154,positive
3155,neutral
3156,positive
3157,neutral
3158,negative
3159,neutral
3160,negative
3161,negative
3162,neutral
3163,positive
3164,neutral
3165,negative
3166,negative
3167,positive
3168,neutral
3169,positive
3170,neutral
3171,neutral
3172,negative
3173,neutral
3174,negative
3175,negative
3176,positive
3177,positive
3178,negative
3179,positive
3180,neutral
3181,positive
3182,negative
3183,neutral
3184,neutral
3185,neutral
3186,neutral
3187,neutral
3188,neutral
3189,negative
3190,negative
3191,neutral
3192,negative
3193,neutral
3194,negative
3195,positive
3196,positive
3197,neutral
3198,positive
3199,neutral
3200,neutral
3201,negative
3202,neutral
3203,neutral
3204,neutral
3205,neutral
3206,positive
3207,negative
3208,neutral
3209,negative
3210,neutral
3211,neutral
3212,positive
3213,negative
3214,neutral
3215,neutral
3216,neutral
3217,neutral
3218,positive
3219,positive
3220,neutral
3221,neutral
3222,positive
3223,negative
3224,neutral
3225,positive
3226,positive
3227,neutral
3228,positive
3229,neutral
3230,negative
3231,negative
3232,negative
3233,positive
3234,negative
3235,neutral
3236,neutral
3237,negative
3238,neutral
3239,negative
3240,negative
3241,positive
3242,neutral
3243,positive
3244,positive
3245,neutral
3246,negative
3247,positive
3248,neutral
3249,negative
3250,negative
3251,neutral
3252,negative
3253,neutral
3254,positive
3255,positive
3256,negative
3257,neutral
3258,negative
3259,neutral
3260,neutral
3261,negative
3262,positive
3263,neutral
3264,neutral
3265,neutral
3266,neutral
3267,positive
3268,negative
3269,negative
3270,positive
3271,neutral
3272,negative
3273,neutral
3274,neutral
3275,positive
3276,positive
3277,positive
3278,neutral
3279,positive
3280,neutral
3281,positive
3282,negative
3283,positive
3284,positive
3285,positive
3286,neutral
3287,negative
3288,neutral
3289,neutral
3290,neutral
3291,negative
3292,neutral
3293,negative
3294,negative
3295,neutral
3296,neutral
3297,positive
3298,neutral
3299,neutral
3300,negative
3301,positive
3302,positive
3303,negative
3304,neutral
3305,negative
3306,negative
3307,negative
3308,neutral
3309,negative
3310,neutral
3311,positive
3312,neutral
3313,positive
3314,positive
3315,neutral
3316,neutral
3317,neutral
3318,positive
3319,neutral
3320,neutral
3321,neutral
3322,neutral
3323,negative
3324,negative
3325,neutral
3326,neutral
3327,neutral
3328,neutral
3329,negative
3330,positive
3331,neutral
3332,negative
3333,positive
3334,negative
3335,neutral
3336,neutral
3337,neutral
3338,positive
3339,positive
3340,positive
3341,neutral
3342,neutral
3343,neutral
3344,neutral
3345,negative
3346,negative
3347,negative
3348,negative
3349,negative
3350,negative
3351,positive
3352,negative
3353,positive
3354,negative
3355,neutral
3356,neutral
3357,negative
3358,neutral
3359,neutral
3360,positive
3361,neutral
3362,negative
3363,neutral
3364,positive
3365,positive
3366,negative
3367,negative
3368,positive
3369,neutral
3370,neutral
3371,neutral
3372,negative
3373,neutral
3374,negative
3375,positive
3376,negative
3377,negative
3378,positive
3379,positive
3380,negative
3381,negative
3382,positive
3383,neutral
3384,neutral
3385,negative
3386,negative
3387,negative
3388,negative
3389,positive
3390,positive
3391,neutral
3392,neutral
3393,positive
3394,positive
3395,neutral
3396,negative
3397,negative
3398,neutral
3399,positive
3400,neutral
3401,negative
3402,negative
3403,neutral
3404,positive
3405,neutral
3406,neutral
3407,neutral
3408,positive
3409,neutral
3410,neutral
3411,neutral
3412,negative
3413,neutral
3414,neutral
3415,neutral
3416,neutral
3417,negative
3418,neutral
3419,negative
3420,neutral
3421,negative
3422,negative
3423,neutral
3424,negative
3425,negative
3426,positive
3427,positive
3428,negative
3429,negative
3430,positive
3431,positive
3432,positive
3433,neutral
3434,neutral
3435,neutral
3436,negative
3437,neutral
3438,neutral
3439,positive
3440,negative
3441,positive
3442,neutral
3443,neutral
3444,neutral
3445,negative
3446,neutral
3447,negative
3448,negative
3449,neutral
3450,negative
3451,neutral
3452,negative
3453,negative
3454,positive
3455,neutral
3456,neutral
3457,neutral
3458,positive
3459,neutral
3460,negative
3461,negative
3462,positive
3463,neutral
3464,positive
3465,neutral
3466,neutral
3467,neutral
3468,positive
3469,negative
3470,negative
3471,negative
3472,negative
3473,negative
3474,neutral
3475,positive
3476,negative
3477,neutral
3478,negative
3479,negative
3480,neutral
3481,negative
3482,neutral
3483,neutral
3484,negative
3485,negative
3486,neutral
3487,positive
3488,neutral
3489,negative
3490,negative
3491,negative
3492,positive
3493,neutral
3494,neutral
3495,neutral
3496,positive
3497,positive
3498,neutral
3499,positive
3500,positive
3501,neutral
3502,positive
3503,neutral
3504,positive
3505,negative
3506,negative
3507,negative
3508,neutral
3509,positive
3510,neutral
3511,positive
3512,positive
3513,neutral
3514,negative
3515,negative
3516,positive
3517,neutral
3518,negative
3519,neutral
3520,neutral
3521,neutral
3522,positive
3523,neutral
3524,negative
3525,neutral
3526,negative
3527,positive
3528,neutral
3529,neutral
3530,neutral
3531,neutral
3532,positive
3533,negative
3534,positive
3535,positive
3536,negative
3537,negative
3538,neutral
3539,neutral
3540,negative
3541,negative
3542,neutral
3543,positive
3544,neutral
3545,positive
3546,positive
3547,neutral
3548,negative
3549,negative
3550,neutral
3551,positive
3552,negative
3553,negative
3554,negative
3555,positive
3556,neutral
3557,negative
3558,positive
3559,negative
3560,neutral
3561,neutral
3562,negative
3563,positive
3564,neutral
3565,neutral
3566,positive
3567,neutral
3568,neutral
3569,neutral
3570,negative
3571,neutral
3572,negative
3573,neutral
3574,neutral
3575,positive
3576,positive
3577,positive
3578,negative
3579,neutral
3580,negative
3581,neutral
3582,neutral
3583,negative
3584,negative
3585,negative
3586,positive
3587,neutral
3588,negative
3589,neutral
3590,positive
3591,neutral
3592,neutral
3593,neutral
3594,neutral
3595,negative
3596,negative
3597,positive
3598,neutral
3599,negative
3600,positive
3601,positive
3602,negative
3603,neutral
3604,neutral
3605,neutral
3606,neutral
3607,neutral
3608,neutral
3609,positive
3610,neutral
3611,neutral
3612,positive
3613,neutral
3614,neutral
3615,positive
3616,neutral
3617,neutral
3618,negative
3619,neutral
3620,negative
3621,neutral
3622,neutral
3623,positive
3624,negative
3625,neutral
3626,neutral
3627,negative
3628,positive
3629,positive
3630,positive
3631,neutral
3632,negative
3633,neutral
3634,negative
3635,negative
3636,positive
3637,neutral
3638,negative
3639,neutral
3640,neutral
3641,neutral
3642,neutral
3643,neutral
3644,positive
3645,negative
3646,neutral
3647,neutral
3648,neutral
3649,negative
3650,neutral
3651,positive
3652,neutral
3653,positive
3654,neutral
3655,positive
3656,positive
3657,negative
3658,negative
3659,negative
3660,neutral
3661,neutral
3662,neutral
3663,neutral
3664,positive
3665,neutral
3666,neutral
3667,positive
3668,negative
3669,neutral
3670,positive
3671,negative
3672,neutral
3673,positive
3674,negative
3675,neutral
3676,positive
3677,negative
3678,neutral
3679,negative
3680,negative
3681,positive
3682,negative
3683,neutral
3684,neutral
3685,neutral
3686,neutral
3687,negative
3688,negative
3689,neutral
3690,neutral
3691,neutral
3692,negative
3693,neutral
3694,neutral
3695,negative
3696,negative
3697,neutral
3698,positive
3699,negative
3700,positive
3701,negative
3702,negative
3703,negative
3704,negative
3705,negative
3706,neutral
3707,negative
3708,negative
3709,neutral
3710,positive
3711,neutral
3712,negative
3713,positive
3714,positive
3715,neutral
3716,neutral
3717,neutral
3718,positive
3719,neutral
3720,neutral
3721,positive
3722,neutral
3723,neutral
3724,neutral
3725,neutral
3726,negative
3727,negative
3728,neutral
3729,neutral
3730,negative
3731,neutral
3732,neutral
3733,neutral
3734,negative
3735,positive
3736,neutral
3737,negative
3738,negative
3739,negative
3740,neutral
3741,neutral
3742,neutral
3743,neutral
3744,negative
3745,neutral
3746,positive
3747,neutral
3748,neutral
3749,neutral
3750,neutral
3751,negative
3752,negative
3753,neutral
3754,negative
3755,negative
3756,neutral
3757,negative
3758,neutral
3759,positive
3760,positive
3761,negative
3762,negative
3763,negative
3764,neutral
3765,positive
3766,negative
3767,positive
3768,neutral
3769,negative
3770,neutral
3771,neutral
3772,neutral
3773,neutral
3774,neutral
3775,neutral
3776,neutral
3777,neutral
3778,neutral
3779,neutral
3780,positive
3781,positive
3782,neutral
3783,positive
3784,negative
3785,negative
3786,positive
3787,neutral
3788,negative
3789,neutral
3790,negative
3791,negative
3792,positive
3793,negative
3794,neutral
3795,neutral
3796,positive
3797,positive
3798,negative
3799,neutral
3800,neutral
3801,positive
3802,negative
3803,negative
3804,negative
3805,negative
3806,neutral
3807,negative
3808,negative
3809,negative
3810,positive
3811,negative
3812,positive
3813,positive
3814,neutral
3815,positive
3816,negative
3817,positive
3818,neutral
3819,neutral
3820,negative
3821,negative
3822,neutral
3823,positive
3824,neutral
3825,neutral
3826,positive
3827,positive
3828,negative
3829,positive
3830,negative
3831,neutral
3832,neutral
3833,neutral
3834,neutral
3835,neutral
3836,neutral
3837,negative
3838,neutral
3839,negative
3840,neutral
3841,positive
3842,neutral
3843,positive
3844,neutral
3845,neutral
3846,positive
3847,negative
3848,negative
3849,negative
3850,negative
3851,neutral
3852,positive
3853,neutral
3854,positive
3855,positive
3856,positive
3857,negative
3858,positive
3859,neutral
3860,neutral
3861,positive
3862,negative
3863,positive
3864,negative
3865,positive
3866,negative
3867,neutral
3868,neutral
3869,neutral
3870,neutral
3871,positive
3872,negative
3873,negative
3874,neutral
3875,neutral
3876,neutral
3877,negative
3878,negative
3879,negative
3880,negative
3881,neutral
3882,positive
3883,negative
3884,neutral
3885,negative
3886,neutral
3887,negative
3888,negative
3889,negative
3890,negative
3891,neutral
3892,negative
3893,positive
3894,neutral
3895,negative
3896,negative
3897,negative
3898,positive
3899,negative
3900,positive
3901,negative
3902,neutral
3903,negative
3904,neutral
3905,neutral
3906,neutral
3907,neutral
3908,negative
3909,neutral
3910,negative
3911,neutral
3912,positive
3913,negative
3914,positive
3915,positive
3916,neutral
3917,neutral
3918,neutral
3919,negative
3920,neutral
3921,positive
3922,positive
3923,negative
3924,positive
3925,neutral
3926,neutral
3927,negative
3928,negative
3929,negative
3930,positive
3931,neutral
3932,neutral
3933,neutral
3934,neutral
3935,negative
3936,neutral
3937,neutral
3938,neutral
3939,neutral
3940,positive
3941,neutral
3942,neutral
3943,neutral
3944,neutral
3945,neutral
3946,negative
3947,negative
3948,negative
3949,neutral
3950,neutral
3951,neutral
3952,negative
3953,negative
3954,neutral
3955,positive
3956,negative
3957,neutral
3958,neutral
3959,negative
3960,negative
3961,negative
3962,neutral
3963,neutral
3964,neutral
3965,neutral
3966,positive
3967,neutral
3968,positive
3969,positive
3970,neutral
3971,positive
3972,neutral
3973,neutral
3974,negative
3975,positive
3976,negative
3977,positive
3978,neutral
3979,negative
3980,neutral
3981,negative
3982,negative
3983,negative
3984,neutral
3985,neutral
3986,negative
3987,negative
3988,positive
3989,negative
3990,neutral
3991,neutral
3992,positive
3993,positive
3994,neutral
3995,neutral
3996,positive
3997,positive
3998,neutral
3999,neutral
4000,neutral
4001,positive
4002,positive
4003,neutral
4004,neutral
4005,negative
4006,negative
4007,neutral
4008,neutral
4009,negative
4010,neutral
4011,neutral
4012,negative
4013,neutral
4014,negative
4015,negative
4016,neutral
4017,neutral
4018,negative
4019,neutral
4020,neutral
4021,neutral
4022,neutral
4023,negative
4024,positive
4025,neutral
4026,neutral
4027,positive
4028,negative
4029,neutral
4030,positive
4031,neutral
4032,negative
4033,neutral
4034,neutral
4035,negative
4036,neutral
4037,neutral
4038,neutral
4039,negative
4040,neutral
4041,negative
4042,neutral
4043,neutral
4044,neutral
4045,positive
4046,positive
4047,negative
4048,neutral
4049,neutral
4050,neutral
4051,positive
4052,neutral
4053,neutral
4054,positive
4055,positive
4056,neutral
4057,negative
4058,negative
4059,neutral
4060,positive
4061,neutral
4062,neutral
4063,negative
4064,positive
4065,positive
4066,neutral
4067,negative
4068,neutral
4069,negative
4070,positive
4071,negative
4072,negative
4073,negative
4074,neutral
4075,negative
4076,neutral
4077,neutral
4078,neutral
4079,negative
4080,neutral
4081,positive
4082,positive
4083,negative
4084,negative
4085,negative
4086,negative
4087,negative
4088,negative
4089,neutral
4090,negative
4091,positive
4092,neutral
4093,neutral
4094,negative
4095,negative
4096,positive
4097,neutral
4098,negative
4099,positive
4100,neutral
4101,neutral
4102,positive
4103,neutral
4104,neutral
4105,negative
4106,neutral
4107,positive
4108,neutral
4109,positive
4110,negative
4111,negative
4112,negative
4113,positive
4114,neutral
4115,positive
4116,neutral
4117,neutral
4118,neutral
4119,neutral
4120,neutral
4121,neutral
4122,neutral
4123,neutral
4124,neutral
4125,positive
4126,neutral
4127,neutral
4128,positive
4129,neutral
4130,neutral
4131,negative
4132,neutral
4133,positive
4134,positive
4135,negative
4136,neutral
4137,neutral
4138,negative
4139,positive
4140,neutral
4141,neutral
4142,neutral
4143,negative
4144,neutral
4145,neutral
4146,neutral
4147,neutral
4148,positive
4149,negative
4150,neutral
4151,negative
4152,negative
4153,neutral
4154,negative
4155,neutral
4156,positive
4157,neutral
4158,negative
4159,negative
4160,negative
4161,neutral
4162,neutral
4163,neutral
4164,positive
4165,neutral
4166,neutral
4167,positive
4168,negative
4169,neutral
4170,positive
4171,neutral
4172,negative
4173,neutral
4174,neutral
4175,neutral
4176,positive
4177,neutral
4178,negative
4179,positive
4180,neutral
4181,positive
4182,positive
4183,positive
4184,positive
4185,negative
4186,neutral
4187,positive
4188,positive
4189,positive
4190,negative
4191,neutral
4192,negative
4193,positive
4194,negative
4195,neutral
4196,neutral
4197,neutral
4198,neutral
4199,negative
4200,positive
4201,positive
4202,negative
4203,negative
4204,neutral
4205,negative
4206,negative
4207,negative
4208,positive
4209,positive
4210,positive
4211,neutral
4212,neutral
4213,neutral
4214,negative
4215,neutral
4216,neutral
4217,neutral
4218,neutral
4219,negative
4220,positive
4221,negative
4222,neutral
4223,neutral
4224,negative
4225,positive
4226,neutral
4227,positive
4228,negative
4229,positive
4230,neutral
4231,negative
4232,negative
4233,negative
4234,neutral
4235,positive
4236,positive
4237,neutral
4238,negative
4239,neutral
4240,positive
4241,neutral
4242,neutral
4243,positive
4244,negative
4245,positive
4246,negative
4247,negative
4248,negative
4249,negative
4250,negative
4251,negative
4252,negative
4253,neutral
4254,neutral
4255,neutral
4256,neutral
4257,neutral
4258,negative
4259,neutral
4260,negative
4261,neutral
4262,positive
4263,neutral
4264,neutral
4265,positive
4266,neutral
4267,neutral
4268,positive
4269,neutral
4270,negative
4271,negative
4272,positive
4273,positive
4274,neutral
4275,neutral
4276,negative
4277,neutral
4278,neutral
4279,neutral
4280,neutral
4281,neutral
4282,negative
4283,positive
4284,negative
4285,positive
4286,positive
4287,negative
4288,negative
4289,negative
4290,neutral
4291,negative
4292,neutral
4293,neutral
4294,positive
4295,positive
4296,negative
4297,neutral
4298,negative
4299,neutral
4300,neutral
4301,negative
4302,neutral
4303,neutral
4304,positive
4305,neutral
4306,neutral
4307,neutral
4308,neutral
4309,positive
4310,positive
4311,neutral
4312,positive
4313,negative
4314,negative
4315,positive
4316,negative
4317,neutral
4318,neutral
4319,negative
4320,positive
4321,positive
4322,negative
4323,positive
4324,positive
4325,negative
4326,neutral
4327,positive
4328,negative
4329,neutral
4330,positive
4331,negative
4332,negative
4333,positive
4334,neutral
4335,neutral
4336,neutral
4337,neutral
4338,negative
4339,negative
4340,negative
4341,neutral
4342,neutral
4343,neutral
4344,neutral
4345,neutral
4346,neutral
4347,negative
4348,negative
4349,neutral
4350,negative
4351,negative
4352,neutral
4353,negative
4354,neutral
4355,neutral
4356,neutral
4357,neutral
4358,positive
4359,neutral
4360,negative
4361,negative
4362,negative
4363,neutral
4364,positive
4365,negative
4366,neutral
4367,positive
4368,positive
4369,neutral
4370,negative
4371,neutral
4372,negative
4373,positive
4374,negative
4375,neutral
4376,neutral
4377,neutral
4378,neutral
4379,neutral
4380,negative
4381,neutral
4382,positive
4383,positive
4384,negative
4385,negative
4386,neutral
4387,neutral
4388,neutral
4389,neutral
4390,positive
4391,neutral
4392,positive
4393,neutral
4394,neutral
4395,neutral
4396,negative
4397,neutral
4398,neutral
4399,neutral
4400,neutral
4401,positive
4402,positive
4403,negative
4404,negative
4405,positive
4406,negative
4407,neutral
4408,neutral
4409,positive
4410,neutral
4411,neutral
4412,positive
4413,negative
4414,neutral
4415,positive
4416,positive
4417,neutral
4418,neutral
4419,neutral
4420,neutral
4421,negative
4422,neutral
4423,positive
4424,positive
4425,negative
4426,positive
4427,positive
4428,positive
4429,positive
4430,negative
4431,neutral
4432,neutral
4433,negative
4434,neutral
4435,neutral
4436,negative
4437,negative
4438,neutral
4439,negative
4440,negative
4441,negative
4442,neutral
4443,positive
4444,negative
4445,positive
4446,neutral
4447,neutral
4448,positive
4449,positive
4450,negative
4451,negative
4452,negative
4453,positive
4454,positive
4455,negative
4456,neutral
4457,neutral
4458,neutral
4459,negative
4460,neutral
4461,positive
4462,negative
4463,neutral
4464,neutral
4465,negative
4466,neutral
4467,negative
4468,neutral
4469,neutral
4470,negative
4471,negative
4472,negative
4473,negative
4474,positive
4475,positive
4476,negative
4477,neutral
4478,negative
4479,neutral
4480,neutral
4481,neutral
4482,negative
4483,negative
4484,neutral
4485,positive
4486,positive
4487,neutral
4488,neutral
4489,neutral
4490,negative
4491,neutral
4492,negative
4493,positive
4494,positive
4495,neutral
4496,positive
4497,negative
